Bazargate                ,400001,Mumbai  South     ,Mumbai         ,Mumbai
Chikhal Dongre           ,401301,Thane West        ,Vasai          ,Thane
Kophrad                  ,401301,Thane West        ,Vasai          ,Thane
Vatar                    ,401301,Thane West        ,Vasai          ,Thane
Arnala                   ,401302,Thane West        ,Vasai          ,Thane
Bhatane                  ,401303,Thane West        ,Vasai          ,Thane
Bolinj                   ,401303,Thane West        ,Vasai          ,Thane
Chandansar               ,401303,Thane West        ,Vasai          ,Thane
Dahtsar T                ,401303,Thane West        ,Palghar        ,Thane
Khaniwade                ,401303,Thane West        ,Palghar        ,Thane
Mandvi                   ,401303,Thane West        ,Vasai          ,Thane
Parol                    ,401303,Thane West        ,Vasai          ,Thane
Saiwan                   ,401303,Thane West        ,Vasai          ,Thane
Tilher                   ,401303,Thane West        ,Vasai          ,Thane
Virar                    ,401303,Thane West        ,Vasai          ,Thane
Kalamb                   ,401304,Thane West        ,Vasai          ,Thane
Nirmal                   ,401304,Thane West        ,Vasai          ,Thane
Virar East               ,401305,Thane West        ,Vasai          ,Thane
Kelwa Road               ,401401,Thane West        ,Palghar        ,Thane
Kelwa                    ,401401,Thane West        ,Palghar        ,Thane
Kelwa-mahim              ,401402,Thane West        ,Palghar        ,Thane
Audhani                  ,401403,Thane West        ,Palghar        ,Thane
Bandhan                  ,401403,Thane West        ,Palghar        ,Thane
Bhopoli                  ,401403,Thane West        ,Vikramgad      ,Thane
Durves                   ,401403,Thane West        ,Palghar        ,Thane
Govade                   ,401403,Thane West        ,Palghar        ,Thane
Kev                      ,401403,Thane West        ,Vikramgad      ,Thane
Kondhan                  ,401403,Thane West        ,Palghar        ,Thane
Kurze                    ,401403,Thane West        ,Vikramgad      ,Thane
Manor                    ,401403,Thane West        ,Palghar        ,Thane
Maswan                   ,401403,Thane West        ,Palghar        ,Thane
Somta                    ,401403,Thane West        ,Palghar        ,Thane
Palghar                  ,401404,Thane West        ,Palghar        ,Thane
Dapoli                   ,401405,Thane West        ,Palghar        ,Thane
Katale                   ,401405,Thane West        ,Palghar        ,Thane
Kharekuran               ,401405,Thane West        ,Palghar        ,Thane
Nadore                   ,401405,Thane West        ,Palghar        ,Thane
Nihe                     ,401405,Thane West        ,Palghar        ,Thane
Satpati                  ,401405,Thane West        ,Palghar        ,Thane
Shirgaon                 ,401405,Thane West        ,Palghar        ,Thane
Tembhode                 ,401405,Thane West        ,Vasai          ,Thane
Veur                     ,401405,Thane West        ,Vasai          ,Thane
Akkarpatti               ,401501,Thane West        ,Dahanu         ,Thane
Bategaon                 ,401501,Thane West        ,Palghar        ,Thane
Boisar                   ,401501,Thane West        ,Palghar        ,Thane
Dandi                    ,401501,Thane West        ,Palghar        ,Thane
Kumbhawali               ,401501,Thane West        ,Palghar        ,Thane
Mahagaon                 ,401501,Thane West        ,Palghar        ,Thane
Murbe                    ,401501,Thane West        ,Palghar        ,Thane
Nanapur                  ,401501,Thane West        ,Palghar        ,Thane
Nandgaon Tarapur         ,401501,Thane West        ,Palghar        ,Thane
Sarawali                 ,401501,Thane West        ,Palghar        ,Thane
Shigaon                  ,401501,Thane West        ,Palghar        ,Thane
Umroli                   ,401501,Thane West        ,Palghar        ,Thane
Dahisar Tarapur          ,401502,Thane West        ,Palghar        ,Thane
Ghiwali                  ,401502,Thane West        ,Palghar        ,Thane
Kudan                    ,401502,Thane West        ,Palghar        ,Thane
Tarapur                  ,401502,Thane West        ,Palghar        ,Thane
Vengani                  ,401502,Thane West        ,Palghar        ,Thane
Chinchani                ,401503,Thane West        ,Dahanu         ,Thane
Tanashi                  ,401503,Thane West        ,Dahanu         ,Thane
Vadhavan                 ,401503,Thane West        ,Dahanu         ,Thane
Varor                    ,401503,Thane West        ,Dahanu         ,Thane
Parnali                  ,401504,Thane West        ,Palghar        ,Thane
Salwad                   ,401504,Thane West        ,Palghar        ,Thane
Tarapur App              ,401504,Thane West        ,Palghar        ,Thane
Tarapur Ti               ,401506,Thane West        ,Palghar        ,Thane
Badapokharan             ,401601,Thane West        ,Dahanu         ,Thane
Dahanu                   ,401601,Thane West        ,Dahanu         ,Thane
Narpad                   ,401601,Thane West        ,Dahanu         ,Thane
Agawan                   ,401602,Thane West        ,Mokhada        ,Thane
Ashagad                  ,401602,Thane West        ,Dahanu         ,Thane
Bapugaon                 ,401602,Thane West        ,Dahanu         ,Thane
Charoti                  ,401602,Thane West        ,Dahanu         ,Thane
Chikhale                 ,401602,Thane West        ,Dahanu         ,Thane
Dahanu Road              ,401602,Thane West        ,Dahanu         ,Thane
Ganjad                   ,401602,Thane West        ,Dahanu         ,Thane
Jamshet                  ,401602,Thane West        ,Mokhada        ,Thane
Kainad                   ,401602,Thane West        ,Dahanu         ,Thane
Karaj Gaon               ,401602,Thane West        ,Talasari       ,Thane
Nikane                   ,401602,Thane West        ,Dahanu         ,Thane
Ranshet                  ,401602,Thane West        ,Dahanu         ,Thane
Saiwan                   ,401602,Thane West        ,Dahanu         ,Thane
Sawata                   ,401602,Thane West        ,Dahanu         ,Thane
Urse                     ,401602,Thane West        ,Dahanu         ,Thane
Waki                     ,401602,Thane West        ,Dahanu         ,Thane
Dabheri                  ,401603,Thane West        ,Dahanu         ,Thane
Dehere                   ,401603,Thane West        ,Jawhar         ,Thane
Dengachimet              ,401603,Thane West        ,Jawhar         ,Thane
Dhanoshi                 ,401603,Thane West        ,Jawhar         ,Thane
Jamsar                   ,401603,Thane West        ,Jawhar         ,Thane
Jawhar                   ,401603,Thane West        ,Jawhar         ,Thane
Karhe                    ,401603,Thane West        ,Vikramgad      ,Thane
Khuded                   ,401603,Thane West        ,Vikramgad      ,Thane
Kogade                   ,401603,Thane West        ,Jawhar         ,Thane
Nandgaon                 ,401603,Thane West        ,Jawhar         ,Thane
Nyhale Budruk            ,401603,Thane West        ,Jawhar         ,Thane
Nyhale Khurdh            ,401603,Thane West        ,Jawhar         ,Thane
Pathardi                 ,401603,Thane West        ,Mokhada        ,Thane
Pimpalshet               ,401603,Thane West        ,Jawhar         ,Thane
Sakhare                  ,401603,Thane West        ,Vikramgad      ,Thane
Sakharshet               ,401603,Thane West        ,Jawhar         ,Thane
Sankhare                 ,401603,Thane West        ,Vikramgad      ,Thane
Shiroshi                 ,401603,Thane West        ,Jawhar         ,Thane
Valvande                 ,401603,Thane West        ,Jawhar         ,Thane
Zap                      ,401603,Thane West        ,Jawhar         ,Thane
Ase                      ,401604,Thane West        ,Mokhada        ,Thane
Beriste                  ,401604,Thane West        ,Mokhada        ,Thane
Chas                     ,401604,Thane West        ,Mokhada        ,Thane
Dolhara                  ,401604,Thane West        ,Mokhada        ,Thane
Gomghar                  ,401604,Thane West        ,Mokhada        ,Thane
Kharegaon                ,401604,Thane West        ,Mokhada        ,Thane
Khodale                  ,401604,Thane West        ,Mokhada        ,Thane
Koch                     ,401604,Thane West        ,Mokhada        ,Thane
Mokhada                  ,401604,Thane West        ,Mokhada        ,Thane
Morhanda                 ,401604,Thane West        ,Mokhada        ,Thane
Poshera                  ,401604,Thane West        ,Mokhada        ,Thane
Udhale                   ,401604,Thane West        ,Mokhada        ,Thane
Vashala                  ,401604,Thane West        ,Mokhada        ,Thane
Dadade                   ,401605,Thane West        ,Palghar        ,Thane
Khoste                   ,401605,Thane West        ,Vikramgad      ,Thane
Medhi                    ,401605,Thane West        ,Vikramgad      ,Thane
Ondhe                    ,401605,Thane West        ,Vikramgad      ,Thane
Sukhasale                ,401605,Thane West        ,Vikramgad      ,Thane
Vikramgad                ,401605,Thane West        ,Vikramgad      ,Thane
Acchad                   ,401606,Thane West        ,Talasari       ,Thane
Dabhadi                  ,401606,Thane West        ,Dahanu         ,Thane
Dhaniwari                ,401606,Thane West        ,Dahanu         ,Thane
Dhundalwadi              ,401606,Thane West        ,Dahanu         ,Thane
Dongri                   ,401606,Thane West        ,Talasari       ,Thane
Girgaon                  ,401606,Thane West        ,Talasari       ,Thane
Kochai                   ,401606,Thane West        ,Talasari       ,Thane
Kurze                    ,401606,Thane West        ,Vikramgad      ,Thane
Modgaon                  ,401606,Thane West        ,Dahanu         ,Thane
Talasari                 ,401606,Thane West        ,Talasari       ,Thane
Udhave                   ,401606,Thane West        ,Talasari       ,Thane
Uplat                    ,401606,Thane West        ,Talasari       ,Thane
Vevji                    ,401606,Thane West        ,Talasari       ,Thane
Zari                     ,401606,Thane West        ,Talasari       ,Thane
Kasa Budruk              ,401607,Thane West        ,Dahanu         ,Thane
Kasa                     ,401607,Thane West        ,Dahanu         ,Thane
Rankol                   ,401607,Thane West        ,Dahanu         ,Thane
Talawada                 ,401607,Thane West        ,Vikramgad      ,Thane
Tawa                     ,401607,Thane West        ,Dahanu         ,Thane
Veti                     ,401607,Thane West        ,Vikramgad      ,Thane
Dahanu TPS               ,401608,Thane West        ,Dahanu         ,Thane
Suryanagar               ,401609,Thane West        ,Dahanu         ,Thane
Dapchari                 ,401610,Thane West        ,Dahanu         ,Thane
Bordi                    ,401701,Thane West        ,Dahanu         ,Thane
Borigaon                 ,401701,Thane West        ,Talasari       ,Thane
Gholvad                  ,401702,Thane West        ,Dahanu         ,Thane
Kosbad-hill              ,401703,Thane West        ,Dahanu         ,Thane
Bhaji Market             ,421002,Thane Central     ,Ambarnath      ,Thane
Bus Terminus             ,421002,Thane Central     ,Thane          ,Thane
Station Road Unr-3       ,421002,Thane Central     ,Kalyan         ,Thane
Ulhasnagar 1             ,421002,Thane Central     ,Thane          ,Thane
Ulhasnagar-2             ,421002,Thane Central     ,Kalyan         ,Thane
Ulhasnagar-4             ,421004,Thane Central     ,Kalyan         ,Thane
Ulhasnagar-5             ,421005,Thane Central     ,Kalyan         ,Thane
Padgha Extension Counter ,421101,Thane Central     ,Thane          ,Thane
Padgha                   ,421101,Thane Central     ,Bhiwandi       ,Thane
Atali                    ,421102,Thane Central     ,Kalyan         ,Thane
Manivali                 ,421102,Thane Central     ,Kalyan         ,Thane
Mohone                   ,421102,Thane Central     ,Kalyan         ,Thane
Mamnoli                  ,421103,Thane Central     ,Kalyan         ,Thane
Rayate                   ,421103,Thane Central     ,Kalyan         ,Thane
Shahad                   ,421103,Thane Central     ,Kalyan         ,Thane
Vaholi                   ,421103,Thane Central     ,Kalyan         ,Thane
Varap                    ,421103,Thane Central     ,Kalyan         ,Thane
Dombivali                ,421201,Thane Central     ,Kalyan         ,Thane
Ramnagar                 ,421201,Thane Central     ,Kalyan         ,Thane
Thakurli                 ,421201,Thane Central     ,Kalyan         ,Thane
Tilaknagar               ,421201,Thane Central     ,Kalyan         ,Thane
Vishnunagar              ,421202,Thane Central     ,Kalyan         ,Thane
Dombivali I.A.           ,421203,Thane Central     ,Kalyan         ,Thane
Khoni                    ,421204,Thane Central     ,Kalyan         ,Thane
Manpada                  ,421204,Thane Central     ,Kalyan         ,Thane
Nilje                    ,421204,Thane Central     ,Kalyan         ,Thane
Padle                    ,421204,Thane Central     ,Kalyan         ,Thane
Kalyan City              ,421301,Thane Central     ,Kalyan         ,Thane
Kalyan D.C.              ,421301,Thane Central     ,Kalyan         ,Thane
Kalyan Rs                ,421301,Thane Central     ,Kalyan         ,Thane
Subhash Road             ,421301,Thane Central     ,Kalyan         ,Thane
Amane                    ,421302,Thane Central     ,Bhiwandi       ,Thane
Angaon                   ,421302,Thane Central     ,Bhiwandi       ,Thane
Anjur                    ,421302,Thane Central     ,Bhiwandi       ,Thane
Chimbipada               ,421302,Thane Central     ,Bhiwandi       ,Thane
Chinchwali               ,421302,Thane Central     ,Bhiwandi       ,Thane
Dabhad                   ,421302,Thane Central     ,Bhiwandi       ,Thane
Dandekarwadi             ,421302,Thane Central     ,NA             ,Thane
Dighashi                 ,421302,Thane Central     ,Bhiwandi       ,Thane
Dugad                    ,421302,Thane Central     ,Bhiwandi       ,Thane
Dunge                    ,421302,Thane Central     ,Bhiwandi       ,Thane
Kalher                   ,421302,Thane Central     ,Bhiwandi       ,Thane
Kharbav                  ,421302,Thane Central     ,Bhiwandi       ,Thane
Kunde                    ,421302,Thane Central     ,Bhiwandi       ,Thane
Lonad                    ,421302,Thane Central     ,Bhiwandi       ,Thane
Mahapoli                 ,421302,Thane Central     ,Bhiwandi       ,Thane
Pachhapur                ,421302,Thane Central     ,Bhiwandi       ,Thane
Paye                     ,421302,Thane Central     ,Bhiwandi       ,Thane
Rehnal                   ,421302,Thane Central     ,Bhiwandi       ,Thane
Shantinagar              ,421302,Thane Central     ,Bhiwandi       ,Thane
Shastrinagar             ,421302,Thane Central     ,Bhiwandi       ,Thane
Shelar                   ,421302,Thane Central     ,Bhiwandi       ,Thane
Vadavali                 ,421302,Thane Central     ,Bhiwandi       ,Thane
Vadpe                    ,421302,Thane Central     ,Bhiwandi       ,Thane
Abitghar                 ,421303,Thane West        ,Wada           ,Thane
Abje                     ,421303,Thane West        ,Wada           ,Thane
Alonde                   ,421303,Thane West        ,Dahanu         ,Thane
Baliwali                 ,421303,Thane West        ,Vada           ,Thane
Dohe                     ,421303,Thane West        ,Vada           ,Thane
Gargoan                  ,421303,Thane West        ,Vada           ,Thane
Gorhe                    ,421303,Thane West        ,Vada           ,Thane
Hamarapur                ,421303,Thane West        ,Vada           ,Thane
Kalambe                  ,421303,Thane West        ,Vada           ,Thane
Kanchad                  ,421303,Thane West        ,Vada           ,Thane
Khare Ambiwali           ,421303,Thane West        ,Vada           ,Thane
Khariwali                ,421303,Thane West        ,Vada           ,Thane
Kone                     ,421303,Thane West        ,Vada           ,Thane
Mala                     ,421303,Thane West        ,Vikramgad      ,Thane
Malwada                  ,421303,Thane West        ,Vikramgad      ,Thane
Maniwali                 ,421303,Thane West        ,Vada           ,Thane
Moj                      ,421303,Thane West        ,Vada           ,Thane
Parali                   ,421303,Thane West        ,Vada           ,Thane
Pik                      ,421303,Thane West        ,Vada           ,Thane
Posheri                  ,421303,Thane West        ,Vada           ,Thane
Sonale                   ,421303,Thane West        ,Vada           ,Thane
Tuse                     ,421303,Thane West        ,Vada           ,Thane
Utawali                  ,421303,Thane West        ,Vikramgad      ,Thane
Varale                   ,421303,Thane West        ,Vada           ,Thane
Vilkos                   ,421303,Thane West        ,Vada           ,Thane
Wada                     ,421303,Thane West        ,Wada           ,Thane
Waki                     ,421303,Thane West        ,Vikramgad      ,Thane
Vidyashram               ,421305,Thane Central     ,Bhiwandi       ,Thane
Dwarli                   ,421306,Thane Central     ,Kalyan         ,Thane
Ganeshwadi               ,421306,Thane Central     ,Kalyan         ,Thane
Katemanivali             ,421306,Thane Central     ,Kalyan         ,Thane
Mangrul                  ,421306,Thane Central     ,Kalyan         ,Thane
Pisavli                  ,421306,Thane Central     ,Kalyan         ,Thane
Wadi                     ,421306,Thane Central     ,Kalyan         ,Thane
Bhiwandi                 ,421308,Thane Central     ,Bhiwandi       ,Thane
Kon                      ,421311,Thane Central     ,Bhiwandi       ,Thane
Pimplas                  ,421311,Thane Central     ,Bhiwandi       ,Thane
Saravali                 ,421311,Thane Central     ,Bhiwandi       ,Thane
Chamble                  ,421312,Thane Central     ,Wada           ,Thane
Khupri                   ,421312,Thane Central     ,Wade           ,Thane
Kondhale                 ,421312,Thane Central     ,Wada           ,Thane
Kudus                    ,421312,Thane Central     ,Bhiwandi       ,Thane
Met                      ,421312,Thane Central     ,Wada           ,Thane
Nehroli                  ,421312,Thane Central     ,Wada           ,Thane
Palsai                   ,421312,Thane Central     ,Wada           ,Thane
Uchat                    ,421312,Thane Central     ,Wada           ,Thane
Kasegaon                 ,421401,Thane Central     ,Murbad         ,Thane
Khutal Baragaon          ,421401,Thane Central     ,Murbad         ,Thane
Kishore                  ,421401,Thane Central     ,Murbad         ,Thane
Kolthan                  ,421401,Thane Central     ,Murbad         ,Thane
Majgaon                  ,421401,Thane Central     ,Murbad         ,Thane
Mhasa                    ,421401,Thane Central     ,Murbad         ,Thane
Milhe                    ,421401,Thane Central     ,Murbad         ,Thane
Moroshi                  ,421401,Thane Central     ,Murbad         ,Thane
Murbad                   ,421401,Thane Central     ,Murbad         ,Thane
Narivali                 ,421401,Thane Central     ,Murbad         ,Thane
Patgaon                  ,421401,Thane Central     ,Murbad         ,Thane
Saralgaon                ,421401,Thane Central     ,Murbad         ,Thane
Sasne                    ,421401,Thane Central     ,Murbad         ,Thane
Sayale                   ,421401,Thane Central     ,Murbad         ,Thane
Shivale                  ,421401,Thane Central     ,Murbad         ,Thane
Talegaon                 ,421401,Thane Central     ,Murbad         ,Thane
Tulai                    ,421401,Thane Central     ,Murbad         ,Thane
Balegaon                 ,421402,Thane Central     ,NA             ,Thane
Dhasai                   ,421402,Thane Central     ,Shahapur       ,Thane
Mal                      ,421402,Thane Central     ,NA             ,Thane
Palu                     ,421402,Thane Central     ,NA             ,Thane
Shiroshi                 ,421402,Thane Central     ,NA             ,Thane
Tokawade                 ,421402,Thane Central     ,NA             ,Thane
Vaishakhare              ,421402,Thane Central     ,NA             ,Thane
Gegaon                   ,421403,Thane Central     ,Shahapur       ,Thane
Kharid                   ,421403,Thane Central     ,Shahapur       ,Thane
Kharivali                ,421403,Thane Central     ,Shahapur       ,Thane
Kinholi                  ,421403,Thane Central     ,Kalyan         ,Thane
Malegaon                 ,421403,Thane Central     ,Shahapur       ,Thane
Mugaon                   ,421403,Thane Central     ,Shahapur       ,Thane
Sogaon                   ,421403,Thane Central     ,Shahapur       ,Thane
Thune                    ,421403,Thane Central     ,Shahapur       ,Thane
Ambernath                ,421501,Thane Central     ,Kalyan         ,Thane
Ambernath South          ,421501,Thane Central     ,Ambarnath      ,Thane
Kansai                   ,421501,Thane Central     ,Ambarnath      ,Thane
O.E.Ambernath            ,421502,Thane Central     ,Ambarnath      ,Thane
Badlapur                 ,421503,Thane Central     ,Ambarnath      ,Thane
Chargaon                 ,421503,Thane Central     ,NA             ,Thane
Kulgaon                  ,421503,Thane Central     ,Ambarnath      ,Thane
Manjarli                 ,421503,Thane Central     ,Ambarnath      ,Thane
Pimpaloli                ,421503,Thane Central     ,NA             ,Thane
Vangani                  ,421503,Thane Central     ,NA             ,Thane
Yeranjad                 ,421503,Thane Central     ,Ambarnath      ,Thane
Jambhul                  ,421505,Thane Central     ,Kalyan         ,Thane
Netaji Bazar             ,421505,Thane Central     ,Ambarnath      ,Thane
Additional Ambernath     ,421506,Thane Central     ,Ambarnath      ,Thane
Aghai                    ,421601,Thane Central     ,Kalyan         ,Thane
Alyani                   ,421601,Thane Central     ,Shahapur       ,Thane
Ambarje                  ,421601,Thane Central     ,Kalyan         ,Thane
Andad                    ,421601,Thane Central     ,Shahapur       ,Thane
Asangaon                 ,421601,Thane Central     ,Kalyan         ,Thane
Atgaon                   ,421601,Thane Central     ,Kalyan         ,Thane
Aware                    ,421601,Thane Central     ,Shahapur       ,Thane
Chande                   ,421601,Thane Central     ,Kalyan         ,Thane
Chondhe Colony           ,421601,Thane Central     ,Shahapur       ,Thane
Dalkhan                  ,421601,Thane Central     ,Kalyan         ,Thane
Dhasai                   ,421601,Thane Central     ,Shahapur       ,Thane
Dolkhamb                 ,421601,Thane Central     ,Shahapur       ,Thane
Gunde                    ,421601,Thane Central     ,Shahapur       ,Thane
Kalamgaon                ,421601,Thane Central     ,Kalyan         ,Thane
Kharade                  ,421601,Thane Central     ,Shahapur       ,Thane
Khardi                   ,421601,Thane Central     ,Kalyan         ,Thane
Khutghar                 ,421601,Thane Central     ,Shahapur       ,Thane
Lenad Khurd              ,421601,Thane Central     ,Shahapur       ,Thane
Nandgaon                 ,421601,Thane Central     ,Shahapur       ,Thane
Piwali                   ,421601,Thane Central     ,Kalyan         ,Thane
Sakadbav                 ,421601,Thane Central     ,Shahapur       ,Thane
Sakurli                  ,421601,Thane Central     ,Shahapur       ,Thane
Saralambe                ,421601,Thane Central     ,Shahapur       ,Thane
Sawaroli                 ,421601,Thane Central     ,Shahapur       ,Thane
Shahapur                 ,421601,Thane Central     ,Shahapur       ,Thane
Shenwa                   ,421601,Thane Central     ,Shahapur       ,Thane
Shere                    ,421601,Thane Central     ,Kalyan         ,Thane
Shirgaon                 ,421601,Thane Central     ,Shahapur       ,Thane
Tansa                    ,421601,Thane Central     ,Kalyan         ,Thane
Tembhurli                ,421601,Thane Central     ,Shahapur       ,Thane
Vaitarna                 ,421601,Thane Central     ,Kalyan         ,Thane
Vashind                  ,421601,Thane Central     ,Shahapur       ,Thane
Vehele                   ,421601,Thane Central     ,Kalyan         ,Thane
Vehloli                  ,421601,Thane Central     ,Shahapur       ,Thane
Vehloli                  ,421601,Thane Central     ,Kalyan         ,Thane
Kasara                   ,421602,Thane Central     ,Shahapur       ,Thane
Mokhawane                ,421602,Thane Central     ,NA             ,Thane
Shirol                   ,421602,Thane Central     ,NA             ,Thane
Vashala                  ,421602,Thane Central     ,NA             ,Thane
Vihigaon                 ,421602,Thane Central     ,NA             ,Thane
Bhatsanagar              ,421603,Thane Central     ,Shahapur       ,Thane
Birwadi                  ,421603,Thane Central     ,NA             ,Thane
Khadavali                ,421605,Thane Central     ,Kalyan         ,Thane
Manda                    ,421605,Thane Central     ,Kalyan         ,Thane
Phalegaon                ,421605,Thane Central     ,Kalyan         ,Thane
Titwala                  ,421605,Thane Central     ,Kalyan         ,Thane
